Time,variable,DAPI,Hoechst,Name,Genus,Species,Foe,IVV,Common Name,Documented cytotoxins,Documented adhesins/ adherence,Documented immune evasion,Common/ rare/ emerging,Healthy/ opportunistic/ nosocomial,Reservoir,Threat Level,Gram stain,rod_shape,coccus_shape
6,139,2108,0.2768584187023903,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
7,139,2194,0.28815340162857894,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
8,139,2212,0.2905174678224324,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
9,139,2231,0.2930128710270554,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
10,139,2207,0.2898607827685842,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
11,139,2167,0.2846073023377988,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
12,139,2191,0.28775939059627004,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
13,139,2196,0.28841607565011823,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
14,139,2206,0.28972944575781456,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
15,139,2254,0.29603362227475705,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
16,139,2294,0.30128710270554243,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
17,139,2295,0.30141843971631205,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
18,139,2387,0.3135014447071185,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
0,139,2211,0.3053867403314917,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
1,139,2033,0.2808011049723757,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
2,139,2075,0.2866022099447514,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
3,139,2127,0.29378453038674035,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
4,139,2169,0.29958563535911603,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
5,139,2223,0.3070441988950276,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
6,139,2246,0.3102209944751381,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
7,139,2266,0.31298342541436464,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
8,139,2271,0.31367403314917125,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
9,139,2270,0.31353591160220995,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
10,139,2282,0.31519337016574583,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
11,139,2279,0.3147790055248619,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
12,139,2291,0.3164364640883978,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
13,139,2338,0.3229281767955801,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
14,139,2338,0.3229281767955801,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
15,139,2353,0.325,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
16,139,2405,0.332182320441989,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
17,139,2464,0.34033149171270716,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
18,139,2500,0.3453038674033149,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
0,139,1910,0.27414956222190323,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
1,139,1924,0.27615903545284914,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
2,139,1919,0.27544136644179706,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
3,139,1975,0.2834792593655806,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
4,139,2002,0.28735467202526194,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
5,139,2047,0.2938136931247309,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
6,139,2083,0.298980910004306,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
7,139,2110,0.3028563226639874,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
8,139,2096,0.30084684943304146,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
9,139,2129,0.30558346490598537,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
10,139,2139,0.3070188029280896,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
11,139,2141,0.3073058705325104,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
12,139,2145,0.3078800057413521,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
13,139,2178,0.31261662121429595,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
14,139,2182,0.31319075642313765,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
15,139,2215,0.3179273718960815,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
16,139,2289,0.32854887325965265,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
17,139,2372,0.3404621788431176,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
18,139,2351,0.3374479689966987,139,Elizabethkingia,anophelis,0,1,NIST0139,+,+,+,Common,opportunistic,environmental,High,-,0.0,0.0
0,14,2091,0.3075452272392999,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
1,14,1848,0.27180467715840567,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
2,14,1847,0.27165759670539785,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
3,14,1904,0.2800411825268422,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
4,14,1937,0.28489483747609945,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
5,14,1970,0.28974849242535666,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
6,14,2008,0.29533754963965286,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
7,14,1959,0.2881306074422709,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
8,14,1948,0.2865127224591852,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
9,14,2002,0.2944550669216061,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
10,14,2058,0.3026915722900427,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
11,14,2105,0.30960435358140903,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
12,14,2090,0.3073981467862921,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
13,14,2085,0.30666274452125314,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
14,14,2106,0.30975143403441685,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
15,14,2151,0.3163700544197676,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
16,14,2213,0.32548904250625094,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
17,14,2298,0.3379908810119135,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
18,14,2347,0.3451978232092955,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
0,14,1938,0.25479884301866945,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
1,14,2031,0.2670260320799369,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
2,14,2032,0.2671575072311333,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
3,14,1973,0.25940047331054433,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
4,14,1998,0.2626873520904549,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
5,14,2041,0.2683407835919011,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
6,14,2053,0.26991848540625824,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
7,14,2050,0.2695240599526689,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
8,14,2071,0.27228503812779387,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
9,14,2049,0.26939258480147255,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
10,14,2100,0.27609781751249013,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
11,14,2122,0.27899027083881145,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
12,14,2135,0.28069944780436495,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
13,14,2166,0.2847751774914541,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
14,14,2175,0.2859584538522219,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
15,14,2203,0.2896397580857218,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
16,14,2236,0.2939784380752038,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
17,14,2319,0.30489087562450695,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
18,14,2390,0.31422561135945304,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
0,14,2091,0.2585951026465496,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
1,14,2193,0.2712094978976008,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
2,14,2107,0.26057383131338113,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
3,14,2096,0.25921345535493445,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
4,14,2130,0.2634182537719515,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
5,14,2114,0.26143952510512,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
6,14,2144,0.2651496413554291,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
7,14,2215,0.2739302498144942,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
8,14,2200,0.2720751916893396,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
9,14,2250,0.27825871877318825,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
10,14,2234,0.2762799901063567,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
11,14,2263,0.2798664358149889,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
12,14,2312,0.28592629235716055,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
13,14,2317,0.2865446450655454,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
14,14,2419,0.29915904031659657,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
15,14,2445,0.3023744744001979,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
16,14,2510,0.31041305960920107,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
17,14,2561,0.3167202572347267,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
18,14,2695,0.333292109819441,14,Corynebacterium,diphtheriae,0,1,NIST0014,+/-,+,-,common,opportunistic,skin commensal,Low,+,0.0,1.0
0,18,2407,0.20692916093535077,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
1,18,2543,0.218621045392022,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
2,18,2439,0.20968019257221457,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
3,18,2455,0.2110557083906465,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
4,18,2552,0.21939477303988997,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
5,18,2616,0.2248968363136176,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
6,18,2687,0.23100068775790922,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
7,18,2719,0.23375171939477304,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
8,18,2729,0.234611416781293,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
9,18,2747,0.23615887207702888,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
10,18,2760,0.23727647867950483,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
11,18,2803,0.24097317744154056,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
12,18,2784,0.2393397524071527,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
13,18,2777,0.23873796423658872,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
14,18,2865,0.24630330123796423,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
15,18,2878,0.24742090784044016,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
16,18,2922,0.25120357634112794,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
17,18,3000,0.2579092159559835,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
18,18,3093,0.26590440165061896,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
0,18,2406,0.21048027294199984,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
1,18,2444,0.21380456652961247,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
2,18,2402,0.2101303473011985,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
3,18,2425,0.21214241973580614,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
4,18,2515,0.22001574665383605,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
5,18,2519,0.22036567229463738,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
6,18,2586,0.22622692677805967,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
7,18,2552,0.22325255883124837,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
8,18,2605,0.22788907357186597,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
9,18,2676,0.23410025369608958,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
10,18,2661,0.23278803254308458,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
11,18,2714,0.23742454728370221,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
12,18,2682,0.23462514215729158,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
13,18,2676,0.23410025369608958,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
14,18,2718,0.23777447292450354,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
15,18,2796,0.24459802292012947,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
16,18,2793,0.2443355786895285,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
17,18,2821,0.2467850581751378,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
18,18,2921,0.25553319919517103,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
0,18,2414,0.20987654320987653,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
1,18,2415,0.20996348461137193,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
2,18,2320,0.2017040514693097,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
3,18,2367,0.20579029733959311,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
4,18,2461,0.21396278908015998,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
5,18,2494,0.2168318553295079,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
6,18,2501,0.21744044513997565,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
7,18,2572,0.2236132846461485,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
8,18,2566,0.22309163623717615,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
9,18,2579,0.22422187445661623,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
10,18,2627,0.22839506172839505,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
11,18,2666,0.23178577638671535,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
12,18,2687,0.23361154581811858,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
13,18,2658,0.2310902451747522,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
14,18,2687,0.23361154581811858,18,Staphylococcus,epidermidis,0,1,NIST0018,+/-,+,+,common,opportunistic/ nosocomial,gut commensal,Low,+,1.0,1.0
